,age,balance,duration,y
37954,29,64,444,no
37955,23,1587,502,no
37956,51,354,276,no
37957,24,-169,366,no
37958,50,124,367,no
37959,51,814,17,no
37960,44,466,158,no
37961,46,196,29,no
37962,40,309,221,no
37963,30,1717,197,no
37964,40,229,183,no
37965,37,608,380,no
37966,36,-296,113,no
37967,34,2542,228,no
37968,30,664,57,no
37969,33,24,535,no
37970,33,2412,91,no
37971,26,93,43,no
37972,28,293,265,no
37973,37,2079,299,no
37974,27,275,196,no
37975,27,218,1462,no
37976,38,1731,162,no
37977,31,392,465,no
37978,27,806,304,no
37979,40,8536,487,no
37980,35,1287,251,no
37981,47,275,261,no
37982,55,338,8,no
37983,36,1041,480,no
37984,35,100,171,no
37985,29,792,374,no
37986,43,30,60,no
37987,31,233,241,no
37988,47,-497,176,no
37989,31,581,303,no
37990,30,378,566,yes
37991,43,1,649,no
37992,38,-258,134,no
37993,53,765,959,yes
37994,41,200,353,no
37995,42,-166,337,no
37996,39,-143,93,no
37997,34,259,291,no
37998,27,54,252,no
37999,35,-133,546,no
38000,47,676,204,no
38001,54,-135,152,no
38002,53,862,267,no
38003,34,79,406,no
38004,35,2212,320,no
38005,26,5795,1094,yes
38006,30,315,884,yes
38007,53,6095,410,no
38008,44,736,210,no
38009,56,309,198,no
38010,35,650,241,no
38011,35,916,460,yes
38012,34,124,604,yes
38013,55,-219,427,no
38014,31,1257,350,no
38015,30,303,176,no
38016,50,622,93,no
38017,46,24598,118,no
38018,26,681,336,no
38019,48,685,387,no
38020,43,-418,106,no
38021,36,-531,205,no
38022,41,783,135,no
38023,36,1038,42,no
38024,41,3237,240,no
38025,29,-13,512,no
38026,36,2178,75,no
38027,43,0,88,no
38028,29,8,41,no
38029,59,502,27,no
38030,39,8654,181,no
38031,51,421,306,no
38032,31,1750,90,no
38033,35,911,136,no
38034,36,994,154,no
38035,41,3895,305,no
38036,28,3,190,no
38037,35,612,47,no
38038,47,-169,172,no
38039,33,49,170,no
38040,33,968,204,no
38041,38,1307,294,no
38042,41,174,367,no
38043,40,2805,173,no
38044,55,-288,62,no
38045,33,170,113,no
38046,33,207,629,yes
38047,47,1358,80,no
38048,41,356,90,no
38049,47,355,144,no
38050,41,315,28,no
38051,33,331,178,no
38052,37,987,306,no
38053,37,3051,386,no
38054,38,677,114,no
38055,27,3354,493,no
38056,42,343,33,no
38057,43,536,167,no
38058,57,0,125,no
38059,39,-223,185,no
38060,28,213,341,no
38061,32,687,415,no
38062,33,-14,223,no
38063,32,45,908,no
38064,31,2030,168,no
38065,39,26,166,no
38066,34,97,67,no
38067,49,584,167,no
38068,35,667,10,no
38069,46,1291,142,no
38070,37,20,151,no
38071,49,137,384,no
38072,31,4687,192,no
38073,43,7973,100,no
38074,48,-50,212,no
38075,33,1074,308,no
38076,33,686,30,no
38077,32,344,54,no
38078,48,430,340,no
38079,39,522,225,no
38080,42,154,346,no
38081,30,326,197,no
38082,37,4954,290,no
38083,32,78,72,no
38084,38,215,115,no
38085,42,191,382,no
38086,29,59,100,no
38087,52,751,165,no
38088,32,744,506,no
38089,59,422,647,yes
38090,36,568,140,no
38091,30,386,253,no
38092,35,-167,195,no
38093,33,101,235,no
38094,26,787,68,no
38095,30,317,165,no
38096,29,555,133,no
38097,48,168,100,no
38098,33,-242,49,no
38099,36,125,676,yes
38100,40,602,145,no
38101,40,252,103,no
38102,30,637,69,no
38103,34,2,153,yes
38104,39,164,26,no
38105,28,1900,9,no
38106,31,342,117,no
38107,40,60,460,no
38108,41,1377,111,no
38109,38,195,165,no
38110,48,666,10,no
38111,33,109,12,no
38112,47,452,113,no
38113,50,111,8,no
38114,28,293,194,no
38115,39,7066,667,yes
38116,42,146,670,yes
38117,37,357,14,no
38118,30,148,115,no
38119,27,-152,14,no
38120,31,591,14,no
38121,27,-145,289,no
38122,57,530,10,no
38123,39,43,354,no
38124,47,175,236,no
38125,30,872,61,no
38126,42,680,306,no
38127,38,10357,103,no
38128,51,5885,172,no
38129,29,363,164,no
38130,30,28,778,no
38131,46,4602,39,no
38132,48,1159,1181,no
38133,31,177,124,no
38134,35,3000,162,no
38135,43,232,45,no
38136,27,500,16,no
38137,32,-538,233,no
38138,23,738,347,no
38139,43,28,136,no
38140,45,615,133,no
38141,28,8,196,no
38142,60,496,655,yes
38143,35,253,452,no
38144,36,577,33,no
38145,31,0,56,no
38146,28,916,191,no
38147,34,0,78,no
38148,30,-143,85,no
38149,28,511,274,no
38150,40,398,642,no
38151,24,230,73,no
38152,44,36,551,yes
38153,25,541,607,no
38154,34,176,67,no
38155,21,-172,409,yes
38156,29,940,382,yes
38157,52,-100,7,no
38158,34,1317,239,no
38159,47,1480,144,no
38160,33,433,54,no
38161,41,793,123,no
38162,51,0,60,no
38163,42,466,123,no
38164,34,-257,160,no
38165,28,113,270,no
38166,56,-40,311,yes
38167,39,49,259,no
38168,28,558,300,no
38169,27,1535,238,no
38170,30,140,760,yes
38171,23,3198,224,no
38172,33,7419,21,no
38173,33,849,128,no
38174,57,334,169,no
38175,38,773,198,no
38176,37,949,302,no
38177,52,1039,146,no
38178,51,113,71,no
38179,25,543,302,no
38180,26,77,619,yes
38181,34,580,88,no
38182,35,85,213,no
38183,49,400,64,no
38184,32,1297,250,no
38185,32,1398,233,no
38186,31,122,49,no
38187,39,1102,124,no
38188,29,368,345,no
38189,28,1325,242,no
38190,48,-13,20,no
38191,34,2139,1452,no
38192,30,79,317,no
38193,40,192,16,no
38194,38,4312,67,no
38195,60,174,241,no
38196,32,-252,250,no
38197,42,156,7,no
38198,57,179,67,no
38199,34,11350,153,no
38200,30,0,432,no
38201,31,291,48,no
38202,35,286,158,no
38203,33,1996,72,no
38204,30,278,148,no
38205,30,-118,377,no
38206,37,-59,169,no
38207,44,5781,195,no
38208,24,-94,217,no
38209,31,1194,50,no
38210,34,4782,160,no
38211,33,1156,612,no
38212,32,336,64,no
38213,28,4,310,no
38214,37,222,7,no
38215,45,215,14,no
38216,27,212,373,no
38217,32,388,58,no
38218,30,123,55,no
38219,28,769,153,no
38220,50,226,98,no
38221,44,362,180,no
38222,35,712,192,no
38223,46,-816,68,no
38224,24,145,520,no
38225,31,290,148,no
38226,38,0,64,no
38227,32,91,119,no
38228,34,787,665,no
38229,35,22,1190,yes
38230,33,217,132,no
38231,32,15,391,no
38232,35,1849,111,no
38233,40,178,188,no
38234,27,484,210,no
38235,43,-1,51,no
38236,36,391,185,no
38237,22,-51,859,yes
38238,41,2067,493,no
38239,29,13,26,no
38240,28,-42,192,no
38241,34,-25,207,no
38242,59,2345,399,no
38243,26,26,899,yes
38244,39,-202,157,no
38245,31,178,415,no
38246,31,699,282,no
38247,47,1474,77,no
38248,28,154,536,yes
38249,28,221,176,no
38250,30,-228,101,no
38251,31,-256,272,no
38252,39,1254,133,no
38253,33,1211,39,no
38254,32,3695,34,no
38255,39,10,23,no
38256,30,581,267,no
38257,38,1027,12,no
38258,30,592,353,no
38259,45,-497,217,no
38260,27,808,578,no
38261,51,94,77,no
38262,35,534,669,yes
38263,42,-106,495,no
38264,57,-967,8,no
38265,32,2597,233,no
38266,28,1372,48,no
38267,32,-234,24,no
38268,27,1531,187,no
38269,43,68,159,no
38270,26,130,283,no
38271,35,1265,326,yes
38272,32,1531,58,no
38273,40,-450,181,no
38274,37,851,151,no
38275,31,4561,301,no
38276,26,276,106,no
38277,30,413,148,no
38278,59,3573,44,no
38279,23,567,358,no
38280,55,-466,901,yes
38281,27,317,1286,no
38282,33,1138,122,no
38283,28,7,87,no
38284,26,641,55,no
38285,32,75,127,no
38286,32,38,744,yes
38287,35,705,177,no
38288,31,154,454,no
38289,28,703,485,yes
38290,48,501,12,no
38291,31,360,332,no
38292,31,39,123,no
38293,53,210,984,no
38294,29,10191,282,no
38295,34,431,514,no
38296,24,246,224,no
38297,37,-29,25,no
38298,34,362,151,no
38299,30,1323,223,no
38300,31,685,552,yes
38301,43,3549,7,no
38302,32,-341,339,no
38303,23,15,76,no
38304,29,499,338,no
38305,49,169,82,no
38306,58,10,298,no
38307,29,710,51,no
38308,38,1583,386,no
38309,26,2047,457,no
38310,42,9277,395,no
38311,23,780,416,yes
38312,24,388,193,no
38313,45,5315,262,no
38314,33,174,45,no
38315,38,1099,22,no
38316,26,-67,637,yes
38317,39,98,59,no
38318,36,421,34,no
38319,42,34,272,no
38320,24,2,48,no
38321,35,-89,75,no
38322,56,276,301,no
38323,38,1270,164,no
38324,30,714,199,no
38325,30,-206,133,no
38326,46,1085,523,yes
38327,27,-74,151,no
38328,32,1987,36,no
38329,29,-24,325,no
38330,39,197,193,no
38331,31,-365,36,no
38332,31,-4,110,no
38333,39,3165,56,no
38334,23,-295,411,no
38335,29,213,174,no
38336,33,450,148,no
38337,28,83,224,no
38338,28,-545,322,no
38339,25,1433,520,no
38340,44,-179,333,no
38341,24,3,311,no
38342,30,-100,292,no
38343,28,-267,145,no
38344,35,1374,319,no
38345,32,721,128,no
38346,32,1710,439,no
38347,36,647,290,no
38348,34,4260,375,no
38349,31,1340,185,no
38350,25,171,178,no
38351,33,463,27,no
38352,46,51,333,no
38353,28,221,256,no
38354,43,10910,66,no
38355,30,878,173,no
38356,35,8903,171,no
38357,24,91,134,no
38358,45,900,26,no
38359,33,-198,256,no
38360,58,781,74,no
38361,37,508,340,no
38362,31,-254,237,no
38363,34,29,285,yes
38364,29,149,242,no
38365,22,2589,239,no
38366,60,38,109,no
38367,60,560,730,yes
38368,30,3037,10,no
38369,35,6781,19,no
38370,38,553,178,no
38371,58,260,71,no
38372,50,172,7,no
38373,32,2,16,no
38374,32,180,45,no
38375,41,526,229,no
38376,43,285,22,no
38377,24,926,191,no
38378,28,22,536,yes
38379,29,6567,792,yes
38380,31,184,178,no
38381,55,1078,41,no
38382,47,14,142,no
38383,35,2791,45,no
38384,25,691,333,no
38385,38,257,10,no
38386,32,99,166,no
38387,34,2994,358,no
38388,39,-50,100,no
38389,33,624,423,no
38390,29,405,84,no
38391,30,683,66,no
38392,39,2139,576,yes
38393,44,167,79,no
38394,53,50,669,yes
38395,27,311,50,no
38396,39,680,135,no
38397,31,147,456,no
38398,33,142,87,no
38399,32,435,676,no
38400,29,722,78,no
38401,49,505,354,no
38402,32,6042,183,no
38403,42,505,117,no
38404,55,-747,265,no
38405,49,132,98,no
38406,26,626,412,no
38407,30,1692,251,no
38408,29,47,245,no
38409,54,582,693,yes
38410,29,80,15,no
38411,34,6979,14,no
38412,25,1395,268,no
38413,26,212,144,no
38414,31,210,166,no
38415,51,-227,404,no
38416,34,-285,192,no
38417,34,194,1015,yes
38418,27,353,663,yes
38419,28,217,238,no
38420,32,252,52,no
38421,23,2211,210,no
38422,42,198,133,no
38423,26,2138,18,no
38424,39,-650,123,no
38425,29,226,261,no
38426,52,134,81,no
38427,36,1479,65,no
38428,28,341,437,yes
38429,37,1175,102,no
38430,29,339,63,no
38431,41,6000,217,no
38432,29,1388,157,no
38433,32,2198,463,no
38434,39,-172,562,yes
38435,37,-212,189,no
38436,30,95,220,no
38437,39,12,500,no
38438,27,-15,212,no
38439,41,2002,172,no
38440,32,118,20,no
38441,58,5431,327,no
38442,41,2550,894,no
38443,40,438,823,no
38444,28,2257,352,no
38445,21,126,52,no
38446,31,728,152,no
38447,30,717,116,no
38448,34,4062,29,no
38449,60,-639,585,yes
38450,27,144,95,no
38451,23,252,56,no
38452,22,118,564,no
38453,28,-215,188,no
38454,25,1056,363,no
38455,52,2396,48,no
38456,32,3268,147,no
38457,33,2411,360,no
38458,41,49,342,no
38459,28,0,6,no
38460,23,556,170,no
38461,50,181,119,no
38462,60,4974,80,no
38463,26,864,659,yes
38464,32,134,532,yes
38465,39,2288,265,no
38466,40,592,15,no
38467,48,244,54,no
38468,40,50,837,yes
38469,33,1,67,no
38470,46,2851,77,no
38471,30,340,136,no
38472,41,2399,303,no
38473,38,2069,358,no
38474,34,1614,228,no
38475,33,35,47,no
38476,39,315,259,no
38477,25,507,832,yes
38478,23,8627,169,no
38479,21,66,31,no
38480,22,4038,1380,no
38481,28,372,201,no
38482,42,1370,36,no
38483,44,-101,679,yes
38484,33,287,199,no
38485,41,89,58,no
38486,52,-50,129,no
38487,47,-290,495,no
38488,27,940,141,no
38489,33,165,139,no
38490,41,2540,82,no
38491,48,480,830,yes
38492,37,-22,317,yes
38493,35,1501,26,no
38494,39,878,611,yes
38495,46,810,33,no
38496,52,144,362,no
38497,40,2574,432,yes
38498,26,17,86,no
38499,25,173,186,no
38500,33,309,42,no
38501,24,833,956,yes
38502,27,20,175,no
38503,30,1761,229,no
38504,29,940,757,no
38505,48,975,521,no
38506,25,1919,264,no
38507,31,-1,99,no
38508,42,169,87,no
38509,26,255,401,no
38510,51,1174,301,no
38511,26,46,17,no
38512,58,66,184,no
38513,30,3,42,no
38514,36,103,200,no
38515,49,1230,167,no
38516,37,309,58,no
38517,38,226,167,no
38518,39,400,237,no
38519,31,527,98,no
38520,40,771,173,no
38521,46,72,165,no
38522,31,2734,858,yes
38523,29,-114,132,no
38524,57,39,114,no
38525,33,1064,173,no
38526,56,-458,406,no
38527,42,241,1012,yes
38528,31,74,13,no
38529,30,-109,73,no
38530,35,-133,160,no
38531,34,390,372,no
38532,34,0,206,no
38533,34,2360,137,no
38534,51,129,611,yes
38535,49,598,219,no
38536,45,-407,320,no
38537,59,671,57,no
38538,52,29,223,no
38539,32,-34,147,no
38540,29,949,109,no
38541,40,1145,175,no
38542,31,84,264,no
38543,33,855,124,no
38544,28,41,885,yes
38545,32,3387,1111,yes
38546,26,-162,44,no
38547,49,2576,64,no
38548,29,25,50,no
38549,27,362,76,no
38550,38,432,10,no
38551,43,5997,270,no
38552,28,278,31,no
38553,28,-594,296,no
38554,36,530,239,no
38555,57,225,22,no
38556,36,148,1357,yes
38557,30,624,212,no
38558,27,7944,99,no
38559,38,70,150,no
38560,30,9,582,no
38561,36,249,709,yes
38562,30,1395,199,no
38563,55,841,140,no
38564,33,2044,102,no
38565,40,65,15,no
38566,24,513,61,no
38567,44,-2,152,no
38568,33,1293,245,no
38569,38,5774,406,yes
38570,26,0,23,no
38571,33,-204,297,no
38572,44,-97,197,no
38573,32,201,63,no
38574,26,140,103,no
38575,40,-1212,1259,no
38576,34,-184,80,no
38577,25,381,951,no
38578,27,5854,255,no
38579,45,-1621,8,no
38580,37,-557,284,no
38581,44,532,550,no
38582,41,90,77,no
38583,34,393,314,no
38584,33,3301,536,no
38585,25,806,193,no
38586,30,-910,124,no
38587,39,1674,12,no
38588,31,6138,134,no
38589,34,656,10,no
38590,54,-394,895,no
38591,38,8,17,no
38592,34,-16,212,no
38593,56,751,43,no
38594,40,5,364,no
38595,39,315,14,no
38596,28,118,376,no
38597,28,3412,22,no
38598,58,238,122,no
38599,35,4872,34,no
38600,36,3551,134,no
38601,40,0,21,no
38602,30,-99,144,no
38603,43,7816,16,no
38604,40,0,13,no
38605,60,14,781,no
38606,41,6393,128,no
38607,39,435,411,no
38608,31,168,266,no
38609,32,233,391,no
38610,48,1267,195,no
38611,48,108,74,no
38612,36,49,232,no
38613,30,891,340,no
38614,31,1803,350,no
38615,27,54,309,no
38616,43,-266,12,no
38617,28,-208,136,no
38618,49,3309,349,no
38619,34,1268,259,no
38620,30,355,153,no
38621,32,138,215,no
38622,29,-349,233,no
38623,38,1852,298,no
38624,44,-1313,104,no
38625,38,676,59,no
38626,47,537,49,no
38627,36,-74,113,no
38628,36,0,1002,yes
38629,27,-179,54,no
38630,24,290,80,no
38631,35,1780,306,no
38632,36,185,61,no
38633,45,369,20,no
38634,45,116,16,no
38635,32,337,51,no
38636,29,422,69,no
38637,40,1841,880,yes
38638,27,2460,600,no
38639,31,165,218,no
38640,45,2762,18,no
38641,31,862,47,no
38642,33,1423,333,no
38643,25,366,102,no
38644,32,6248,64,no
38645,41,30,101,no
38646,37,-137,800,no
38647,29,244,19,no
38648,57,32,476,no
38649,54,284,65,no
38650,34,178,14,no
38651,29,7531,50,no
38652,45,72,262,no
38653,33,5,934,yes
38654,39,11971,75,no
38655,32,574,51,no
38656,30,-750,208,no
38657,35,-56,162,no
38658,57,407,166,no
38659,40,187,53,no
38660,26,372,34,no
38661,34,3160,22,no
38662,45,302,258,no
38663,44,-234,71,no
38664,40,269,11,no
38665,34,72,93,no
38666,34,-297,92,no
38667,32,9714,1237,no
38668,37,2120,655,yes
38669,46,-119,138,no
38670,30,220,187,no
38671,36,2278,200,no
38672,41,780,432,no
38673,41,5745,69,no
38674,45,1378,25,no
38675,55,525,28,no
38676,37,625,68,no
38677,34,1012,109,no
38678,25,16874,117,no
38679,29,252,1223,no
38680,38,341,136,no
38681,33,239,101,no
38682,40,952,126,no
38683,43,-67,137,no
38684,39,8,155,no
38685,23,531,509,no
38686,27,1417,143,no
38687,55,135,641,no
38688,29,-219,85,no
38689,40,1112,104,no
38690,51,297,415,yes
38691,46,494,131,no
38692,34,183,339,no
38693,39,11854,15,no
38694,34,89,1871,yes
38695,50,358,315,no
38696,45,1945,63,no
38697,35,13460,1068,yes
38698,26,177,58,no
38699,39,-529,22,no
38700,42,686,1326,no
38701,34,11752,149,no
38702,33,-104,34,no
38703,28,1518,204,no
38704,29,1273,44,no
38705,31,320,376,no
38706,44,3684,31,no
38707,47,223,133,no
38708,26,492,439,no
38709,27,3672,157,no
38710,43,46,38,no
38711,59,437,73,no
38712,56,827,462,yes
38713,26,474,504,no
38714,28,327,104,no
38715,34,190,121,no
38716,30,3123,49,no
38717,27,4869,258,no
38718,33,930,163,no
38719,42,-336,12,no
38720,33,-258,158,no
38721,33,-63,126,no
38722,32,329,166,no
38723,42,-378,11,no
38724,33,577,59,no
38725,35,205,1313,yes
38726,35,-10,168,no
38727,38,1949,157,no
38728,32,6542,1598,yes
38729,31,1010,385,no
38730,38,157,57,no
38731,24,1690,543,no
38732,32,217,692,yes
38733,33,5792,55,no
38734,37,2016,20,no
38735,33,701,59,no
38736,60,-4057,242,no
38737,38,1428,33,no
38738,26,0,130,no
38739,32,91,126,no
38740,54,1777,13,no
38741,56,6503,27,no
38742,38,525,15,no
38743,52,2323,45,no
38744,38,4335,157,no
38745,34,3743,722,yes
38746,40,-21,68,no
38747,34,-303,17,no
38748,51,614,9,no
38749,47,159,7,no
38750,57,1521,102,no
38751,22,250,117,no
38752,39,117,1032,yes
38753,28,171,523,no
38754,24,6,16,no
38755,25,-141,113,no
38756,59,32,201,no
38757,37,91,8,no
38758,36,0,8,no
38759,29,-493,536,yes
38760,29,-79,16,no
38761,28,3029,58,no
38762,35,3181,28,no
38763,48,142,11,no
38764,29,-2,9,no
38765,37,465,899,yes
38766,35,13,17,no
38767,28,788,11,no
38768,37,254,16,no
38769,33,62,473,yes
38770,34,95,114,no
38771,29,23,159,no
38772,27,504,106,no
38773,25,4522,177,no
38774,47,22,17,no
38775,28,1589,359,no
38776,54,244,9,no
38777,54,0,17,no
38778,37,481,11,no
38779,23,93,70,no
38780,34,-703,160,no
38781,49,490,19,no
38782,26,141,19,no
38783,54,4382,193,no
38784,30,-28,284,no
38785,32,36,116,no
38786,27,0,157,no
38787,37,333,73,no
38788,33,523,18,no
38789,35,2281,126,no
38790,28,2486,26,no
38791,30,1022,97,no
38792,48,750,90,no
38793,44,-314,144,no
38794,34,428,59,no
38795,29,9,19,no
38796,30,127,16,no
38797,38,1559,22,no
38798,31,512,44,no
38799,32,1977,44,no
38800,32,-283,24,no
38801,33,2533,16,no
38802,35,305,7,no
38803,30,0,131,no
38804,31,54,239,no
38805,44,185,27,no
38806,57,151,14,no
38807,23,1128,77,no
38808,28,1944,21,no
38809,31,11,17,no
38810,37,31,15,no
38811,48,5089,30,no
38812,31,39,13,no
38813,31,1447,236,no
38814,40,2040,906,yes
38815,40,191,201,no
38816,23,-230,259,no
38817,23,39,76,no
38818,32,143,90,no
38819,36,507,264,no
38820,24,2129,51,no
38821,24,-1329,50,no
38822,32,483,35,no
38823,30,769,10,no
38824,54,215,34,no
38825,29,-95,164,no
38826,27,0,552,no
38827,33,1844,380,no
38828,36,145,450,no
38829,28,404,33,no
38830,35,331,30,no
38831,31,263,75,no
38832,23,-229,557,no
38833,23,349,108,no
38834,24,-232,108,no
38835,28,3267,40,no
38836,34,464,173,no
38837,31,-449,197,no
38838,28,1636,97,no
38839,32,477,87,no
38840,50,433,47,no
38841,24,81,333,no
38842,27,3347,311,no
38843,33,7,55,no
38844,22,344,347,yes
38845,34,3868,134,no
38846,32,33,125,no
38847,32,347,213,no
38848,32,545,192,no
38849,36,10773,89,no
38850,33,2667,57,no
38851,43,714,16,no
38852,26,384,16,no
38853,24,-92,245,no
38854,41,-75,115,no
38855,32,230,442,yes
38856,32,-33,158,no
38857,31,-348,410,no
38858,26,3519,283,no
38859,35,1312,224,no
38860,25,845,217,no
38861,30,1450,298,no
38862,37,6281,242,no
38863,27,54,97,no
38864,33,-52,278,no
38865,36,1163,420,no
38866,29,543,166,no
38867,41,4903,155,no
38868,56,2959,325,no
38869,33,1277,827,yes
38870,32,748,166,no
38871,33,964,97,no
38872,30,120,74,no
38873,33,4996,15,no
38874,35,2490,170,no
38875,33,1219,51,no
38876,26,-130,216,no
38877,48,336,17,no
38878,31,1654,288,no
38879,27,-579,220,no
38880,43,95,296,no
38881,26,251,12,no
38882,37,471,200,no
38883,31,4575,28,no
38884,28,788,169,no
38885,31,62,175,no
38886,32,396,88,no
38887,33,2717,185,no
38888,24,258,248,no
38889,29,104,903,yes
38890,43,776,52,no
38891,34,55,155,no
38892,40,2502,205,no
38893,23,1029,68,no
38894,35,1749,63,no
38895,44,5757,114,no
38896,37,5768,297,no
38897,53,1162,185,no
38898,43,-480,1126,no
38899,33,2557,186,no
38900,29,534,382,no
38901,42,961,10,no
38902,23,250,222,no
38903,44,1434,284,no
38904,29,4210,119,no
38905,40,285,261,no
38906,29,248,113,no
38907,32,218,134,no
38908,33,588,11,no
38909,58,1075,42,no
38910,44,343,19,no
38911,27,30,110,no
38912,29,706,1340,yes
38913,42,429,110,no
38914,25,764,455,no
38915,31,224,119,no
38916,27,565,170,no
38917,26,16563,245,no
38918,33,-320,268,no
38919,37,-100,108,no
38920,27,5,182,no
38921,24,174,487,yes
38922,31,360,309,yes
38923,29,305,18,no
38924,24,135,250,no
38925,32,687,154,no
38926,31,239,666,yes
38927,28,2290,2301,yes
38928,32,-770,618,yes
38929,41,1967,115,no
38930,38,378,169,no
38931,30,1211,176,no
38932,24,120,145,no
38933,25,148,119,no
38934,24,414,493,yes
38935,31,255,295,no
38936,29,96,226,no
38937,27,876,268,no
38938,43,249,33,no
38939,30,3950,152,no
38940,41,-129,176,no
38941,44,1042,136,no
38942,44,401,41,no
38943,36,1496,40,no
38944,31,301,34,no
38945,26,160,252,no
38946,26,330,156,no
38947,33,80,126,no
38948,47,179,55,no
38949,57,403,603,yes
38950,32,211,114,no
38951,29,1856,134,no
38952,30,438,98,no
38953,44,2979,18,no
38954,23,495,302,no
38955,27,513,351,yes
38956,31,493,158,no
38957,30,631,98,no
38958,28,-36,379,no
38959,28,290,128,no
38960,32,7290,357,yes
38961,40,247,77,no
38962,28,402,632,no
38963,36,123,9,no
38964,36,162,69,no
38965,29,-211,58,no
38966,36,-294,148,no
38967,34,363,98,no
38968,23,279,843,yes
38969,39,4430,13,no
38970,33,827,18,no
38971,32,229,345,no
38972,33,2164,8,no
38973,34,121,57,no
38974,32,-489,93,no
38975,30,5909,420,yes
38976,35,1092,132,no
38977,53,1815,34,no
38978,29,200,261,no
38979,33,1659,133,no
38980,27,8,398,no
38981,25,7103,287,no
38982,29,266,208,no
38983,27,105,179,no
38984,23,4211,434,no
38985,38,-38,119,no
38986,30,3410,140,no
38987,35,0,185,no
38988,29,85,26,no
38989,31,1374,290,no
38990,29,460,191,no
38991,42,-376,53,no
38992,29,22171,44,no
38993,35,57,173,no
38994,27,-195,391,yes
38995,48,-480,380,no
38996,28,-76,143,no
38997,28,373,115,no
38998,54,882,217,no
38999,33,48,164,no
39000,26,47,63,no
39001,33,2761,325,no
39002,30,-146,167,no
39003,26,1702,21,no
39004,33,47,47,no
39005,58,1859,277,no
39006,32,55,185,no
39007,33,8047,202,no
39008,40,278,9,no
39009,55,3917,565,yes
39010,34,243,507,yes
39011,52,872,82,no
39012,22,330,105,no
39013,42,933,212,no
39014,34,201,78,no
39015,30,1922,546,no
39016,29,-287,196,no
39017,28,352,431,yes
39018,32,-667,152,no
39019,32,97,165,no
39020,30,1165,365,no
39021,30,168,229,no
39022,33,1430,74,no
39023,23,356,224,no
39024,27,438,10,no
39025,25,-242,600,yes
39026,48,-203,156,no
39027,30,1256,123,no
39028,39,656,190,no
39029,33,90,114,no
39030,45,2353,435,no
39031,38,49,43,no
39032,37,1170,106,no
39033,52,-194,326,no
39034,33,2294,81,no
39035,43,43,199,no
39036,30,-383,170,no
39037,32,268,189,no
39038,27,2802,84,no
39039,29,615,373,yes
39040,36,3,15,no
39041,28,1480,143,no
39042,31,518,399,no
39043,37,117,125,no
39044,31,1129,145,no
39045,38,-138,644,no
39046,29,391,166,no
39047,31,91,111,no
39048,33,-38,184,no
39049,38,15,233,no
39050,55,0,616,yes
39051,32,92,110,no
39052,30,53,116,no
39053,35,-4,178,no
39054,25,217,504,yes
39055,29,797,334,no
39056,30,-142,144,no
39057,38,144,177,no
39058,32,3950,232,no
39059,30,327,21,no
39060,25,839,700,yes
39061,34,138,191,no
39062,29,922,72,no
39063,42,35,163,no
39064,32,1670,183,no
39065,24,10,78,no
39066,30,219,91,no
39067,26,697,253,no
39068,24,1354,239,no
39069,39,463,169,no
39070,31,2369,87,no
39071,34,-90,20,no
39072,26,37,121,no
39073,48,428,127,no
39074,30,163,149,no
39075,33,180,37,no
39076,47,2269,132,no
39077,27,261,113,no
39078,30,726,24,no
39079,36,1015,1008,yes
39080,32,3540,213,no
39081,33,135,153,no
39082,31,-162,380,no
39083,28,1080,192,no
39084,30,963,66,no
39085,30,-135,57,no
39086,27,409,525,yes
39087,23,817,123,no
39088,29,275,180,no
39089,33,315,179,no
39090,27,409,276,no
39091,29,468,37,no
39092,27,381,143,no
39093,25,1119,1063,yes
39094,24,3505,317,no
39095,29,40,105,no
39096,32,12198,178,yes
39097,31,-234,124,no
39098,34,6013,612,yes
39099,29,476,427,yes
39100,29,1501,316,no
39101,56,791,103,no
39102,29,-218,73,no
39103,35,1043,230,no
39104,33,235,525,yes
39105,30,694,599,no
39106,38,170,442,yes
39107,45,-357,618,yes
39108,24,-287,504,no
39109,45,382,182,no
39110,27,21,336,no
39111,53,273,248,no
39112,40,1074,504,no
39113,26,0,82,no
39114,36,165,182,no
39115,21,2764,78,no
39116,30,-5,518,no
39117,47,536,778,no
39118,39,471,61,no
39119,28,385,203,no
39120,26,595,222,no
39121,28,-386,59,no
39122,30,2145,727,yes
39123,26,154,1010,no
39124,31,919,180,no
39125,27,2293,317,no
39126,35,3302,207,no
39127,34,1068,46,no
39128,36,319,120,no
39129,34,4254,104,no
39130,33,1077,432,no
39131,44,777,517,no
39132,34,392,180,no
39133,25,-371,147,no
39134,39,161,98,no
39135,34,-301,465,no
39136,32,-454,801,yes
39137,26,-93,599,no
39138,50,116,40,no
39139,36,-73,15,no
39140,29,577,18,no
39141,44,429,35,no
39142,27,598,309,no
39143,27,574,196,no
39144,60,306,76,no
39145,34,1158,61,no
39146,41,1387,154,no
39147,57,2058,23,no
39148,40,-35,194,no
39149,22,1157,336,no
39150,32,-39,104,no
39151,28,1609,98,no
39152,46,145,236,no
39153,30,33,146,no
39154,26,-887,827,yes
39155,35,184,181,no
39156,40,220,197,no
39157,44,59,9,no
39158,27,267,166,no
39159,30,264,36,no
39160,27,528,267,no
39161,52,266,87,no
39162,31,258,409,no
39163,34,966,16,no
39164,35,164,11,no
39165,57,2225,8,no
39166,27,240,166,no
