age,balance,duration,y
45,102,282,no
34,-701,610,yes
44,-1636,257,no
29,415,128,no
36,1615,622,no
42,1450,489,no
47,0,70,no
37,293,304,no
39,266,102,no
29,910,278,no
34,0,66,no
44,0,78,no
42,613,432,no
41,101,275,no
42,679,146,no
35,245,134,no
45,503,313,no
46,1740,333,no
39,-106,1114,no
40,51,50,no
37,20,207,no
32,-23,185,no
38,154,197,no
34,-374,672,yes
37,223,552,no
33,2366,249,no
57,5486,86,no
52,201,412,no
39,93,72,no
39,1506,299,no
50,326,124,no
26,5,251,no
37,-17,400,no
33,-255,82,no
52,36,930,yes
37,771,262,no
27,100,177,no
52,-178,124,no
31,2153,239,no
59,0,89,no
44,491,40,no
53,-102,52,no
58,3867,159,no
50,-458,294,no
55,8044,175,no
32,-15,132,no
51,581,282,no
21,398,295,no
56,966,505,no
36,1400,608,yes
58,1301,261,no
52,540,154,no
35,-315,330,no
38,-120,148,no
43,426,76,no
45,456,255,no
41,81,193,no
46,186,643,no
32,-616,74,no
38,5293,475,yes
33,142,41,no
58,2,168,no
28,4064,93,no
44,976,164,no
50,199,228,no
30,11,157,no
44,0,161,no
36,151,327,no
39,381,758,no
49,0,52,no
35,0,371,no
32,-84,426,no
32,101,369,no
43,216,129,no
42,1453,264,no
41,727,246,no
44,254,145,no
52,0,329,no
30,740,242,no
35,-367,77,no
56,102,267,no
40,1011,160,no
37,812,184,no
46,306,289,no
44,1071,143,no
37,246,288,no
41,1319,305,no
33,-331,186,no
38,2064,296,no
42,352,79,no
47,1571,261,no
36,779,240,no
40,695,270,no
34,213,47,no
34,333,63,no
38,759,57,no
43,1579,176,no
36,-523,193,no
53,640,321,no
34,-29,200,no
37,83,161,no
39,1005,204,no
28,448,188,no
30,692,290,no
46,-27,254,no
48,7985,232,no
36,0,97,no
57,124,296,no
25,931,263,no
34,580,228,no
41,926,306,no
38,328,776,no
42,3068,429,no
39,-495,51,no
34,395,150,no
39,0,275,no
34,148,160,no
38,0,125,no
38,3039,146,no
50,533,171,no
29,558,142,no
48,0,430,no
50,1400,189,no
57,66,798,no
45,462,65,no
48,643,66,no
42,-204,34,no
29,195,333,no
44,370,128,no
54,397,102,no
33,48,400,no
37,622,175,no
38,946,69,no
39,626,126,no
37,1653,285,no
33,-530,168,no
57,99,133,no
39,27,147,no
38,1370,472,no
42,498,173,no
44,-420,220,no
32,0,130,no
47,510,299,no
34,-240,247,no
34,-333,218,no
50,1549,445,no
36,1806,111,no
35,313,195,no
37,0,148,no
31,425,96,no
38,422,286,no
36,1089,75,no
55,42,386,no
43,582,544,no
48,222,127,no
38,861,565,no
35,244,155,no
32,1,184,no
47,373,480,no
39,785,1232,yes
53,-233,133,no
53,248,193,no
55,154,70,no
36,1473,206,no
31,1598,152,no
41,542,64,no
52,0,243,no
36,219,270,no
59,0,437,no
34,174,259,no
46,875,269,no
37,284,182,no
39,1362,447,no
53,238,238,no
33,3499,143,no
48,-470,410,no
46,916,472,no
31,240,254,no
30,0,56,no
35,6,204,no
49,1120,226,no
25,373,819,yes
49,-18,217,no
37,0,217,no
38,279,379,no
42,869,718,no
32,271,271,no
31,162,0,no
50,388,258,no
37,555,180,no
32,222,298,no
44,184,196,no
44,-497,115,no
42,-523,327,no
47,694,1001,no
35,202,72,no
31,414,498,no
29,18254,279,no
46,2603,50,no
31,467,171,no
45,744,211,no
51,-1137,567,no
44,953,772,no
42,83,120,no
55,468,214,no
39,763,877,yes
55,-361,82,no
37,1165,304,no
27,297,273,no
29,309,471,no
28,4054,133,no
35,151,301,no
31,2377,350,no
52,-11,94,no
37,133,1388,yes
40,4136,508,no
36,2409,338,no
41,2067,208,no
36,3064,1143,no
50,0,503,no
47,3957,58,no
50,50,142,no
34,10,196,no
56,141,63,no
42,292,222,no
48,-551,168,no
37,3975,163,no
41,1236,911,yes
32,473,72,no
41,0,273,no
38,0,284,no
56,279,288,no
54,956,136,no
36,543,66,no
26,249,445,no
34,4714,123,no
35,847,85,no
31,1331,927,no
43,0,48,no
37,1388,66,no
46,124,81,no
33,-253,89,no
31,-15,278,no
37,1415,214,no
29,0,116,no
36,-185,167,no
31,62,56,no
47,600,8,no
36,109,200,no
46,-1092,75,no
27,235,13,no
39,2040,312,no
42,218,134,no
40,16,34,no
56,190,15,no
35,739,13,no
46,2313,788,no
35,1077,25,no
55,1649,52,no
30,297,255,no
41,362,217,no
43,277,315,no
59,0,214,no
50,0,352,no
59,146,97,no
33,310,54,no
54,0,77,no
34,0,34,no
41,-648,104,no
41,4063,14,no
39,0,15,no
53,70,11,no
58,502,197,no
41,1734,151,no
39,2783,131,no
30,0,756,no
50,8648,731,yes
33,171,304,no
36,-811,365,yes
54,87,20,no
54,0,11,no
60,5789,50,no
40,768,138,no
34,2,6,no
34,156,63,no
26,2182,42,no
45,627,271,no
27,541,341,no
41,849,100,no
43,591,123,no
37,2364,40,no
54,11686,114,no
41,164,150,no
41,-277,431,no
50,65,11,no
46,98,91,no
34,165,99,no
46,1437,49,no
34,7279,882,yes
35,-465,158,no
34,479,515,yes
40,780,206,no
37,1148,259,no
41,254,25,no
55,99,300,no
54,66,246,no
43,238,178,no
41,194,201,no
60,860,318,no
48,561,214,no
32,24,185,no
43,703,67,no
32,169,85,no
37,1655,178,no
39,223,115,no
55,-14,82,no
35,211,187,no
32,146,69,no
37,1109,62,no
42,335,580,yes
44,2696,58,no
38,199,1203,yes
55,2102,64,no
37,0,631,no
39,25,658,yes
46,278,207,no
32,1176,104,no
48,-110,942,no
34,7,377,no
36,419,291,no
46,2,115,no
29,1697,87,no
37,1733,524,no
37,-487,358,no
38,1533,366,no
44,1147,23,no
36,168,52,no
40,1808,560,yes
34,439,347,no
59,1635,48,no
32,-32,145,no
28,1119,74,no
30,112,451,no
53,545,305,no
42,88,53,no
39,167,612,yes
47,216,104,no
54,349,176,no
52,23552,507,no
38,-90,242,no
33,12,137,no
43,1076,223,no
45,491,63,no
31,43,137,no
33,1034,23,no
40,210,22,no
34,1599,59,no
31,2,703,yes
31,2190,25,no
32,-410,179,no
40,1729,85,no
37,-106,690,yes
53,-108,11,no
58,670,1272,yes
41,598,69,no
31,63,256,no
50,289,300,no
39,398,256,no
50,173,7,no
36,687,43,no
44,25,244,no
48,-361,1062,yes
39,1403,429,no
41,224,22,no
31,17,296,no
41,428,92,no
43,323,43,no
48,1499,17,no
60,-134,243,no
35,159,826,yes
29,135,245,no
34,2825,198,no
33,1794,360,no
33,38,139,no
30,90,232,no
40,1194,517,no
29,20,418,no
37,103,153,no
41,169,116,no
41,1535,261,no
38,1616,168,no
24,1470,212,no
29,7,69,no
40,106,23,no
32,456,121,no
31,1801,306,no
30,265,342,no
30,1803,202,no
48,556,22,no
46,38,455,no
35,449,245,no
43,188,58,no
54,1012,33,no
35,641,41,no
48,-440,399,no
38,4592,360,no
41,10,179,no
30,29,174,no
43,24,68,no
39,476,212,no
37,1573,639,no
39,-96,38,no
43,-404,205,no
41,469,344,no
43,1495,141,no
40,-48,113,no
58,119,985,yes
48,94,87,no
47,311,238,no
53,218,27,no
49,666,337,no
42,0,24,no
43,56,365,no
32,-1,37,no
30,8563,109,no
41,277,152,no
43,1324,179,no
32,522,272,no
54,384,30,no
42,3,118,no
44,103,79,no
32,51,324,no
30,-158,426,yes
34,-53,196,no
37,166,132,no
33,496,151,no
46,66,211,no
47,-337,366,no
49,425,816,no
46,147,189,no
34,151,590,yes
34,151,131,no
42,-411,78,no
33,798,337,no
25,914,185,no
44,134,78,no
55,5709,442,no
45,0,36,no
30,194,74,no
30,3,326,no
46,125,81,no
48,2204,45,no
56,351,179,no
33,335,527,no
51,518,918,yes
55,859,148,no
39,636,15,no
36,339,279,no
52,3029,65,no
30,-529,416,no
48,162,83,no
22,246,25,no
51,480,189,no
28,242,256,no
39,266,251,no
48,410,116,no
32,485,1100,no
37,1543,451,no
31,-475,232,no
32,91,209,no
27,498,191,no
37,342,340,no
31,4978,313,no
41,1634,16,no
39,467,7,no
41,1564,493,no
39,5073,1182,yes
40,-244,184,no
42,246,360,no
48,315,165,no
36,69,61,no
38,0,84,no
51,42,51,no
44,4786,267,no
33,196,183,no
49,89,351,no
38,883,95,no
58,624,393,no
39,607,454,yes
32,1288,286,no
32,1787,87,no
45,266,277,no
51,-287,814,no
36,-308,725,yes
33,2858,175,no
45,353,204,no
35,451,247,no
35,128,136,no
39,202,59,no
37,-251,146,no
37,3420,77,no
44,492,56,no
32,235,482,no
38,-367,354,no
36,5,396,no
37,6,136,no
32,0,549,no
39,175,17,no
30,0,439,no
37,42,107,no
28,-31,369,no
30,789,356,no
39,0,561,no
47,170,175,no
47,367,309,yes
42,0,139,no
59,92,139,no
41,5548,128,no
35,855,549,yes
41,449,313,no
28,1,395,no
26,38,119,no
40,1547,88,no
41,552,463,no
31,439,232,no
36,300,57,no
30,419,300,no
40,3126,200,no
31,1908,225,no
33,1240,844,yes
39,102,293,no
40,226,262,no
36,82,137,no
34,210,211,no
36,1514,387,no
28,1453,246,no
29,13186,322,no
35,10,357,no
31,-112,584,no
32,1005,215,no
44,1380,240,no
34,-118,230,no
33,-417,337,no
33,177,22,no
35,0,183,no
42,470,207,no
51,1164,100,no
42,257,955,yes
29,-70,146,no
35,68,334,no
30,0,271,no
35,0,95,no
40,0,223,no
35,4135,106,no
57,3551,458,yes
40,419,92,no
32,641,148,no
56,373,179,no
31,1,223,no
44,887,165,no
41,3652,127,no
50,15035,158,no
37,-38,165,no
47,663,409,yes
45,1335,88,no
37,335,107,no
38,895,1531,yes
50,126,132,no
30,249,406,no
31,2581,240,no
46,0,278,no
46,804,1063,yes
47,668,908,no
35,764,706,no
52,-637,161,no
56,31,215,no
59,64,370,no
24,603,157,no
51,1250,209,no
60,18,399,no
37,1894,1925,no
42,-407,829,yes
48,574,328,no
33,1150,109,no
41,139,178,no
35,614,242,no
28,337,450,no
36,129,183,no
36,75,485,no
49,1598,76,no
37,1949,328,no
47,802,289,yes
33,-634,163,no
44,870,118,no
27,292,53,no
29,3872,453,no
37,912,637,yes
59,1575,301,no
46,4170,118,no
36,4986,139,no
28,197,32,no
58,1596,470,no
54,143,278,no
43,-98,112,no
48,89,34,no
57,785,169,no
31,355,609,yes
38,3646,1710,yes
50,5816,217,no
35,194,192,no
47,1044,208,no
36,98,415,no
33,-15,326,no
50,15,173,no
40,-50,306,no
40,1116,350,no
40,1411,224,no
46,3,614,yes
40,327,474,no
54,-58,143,no
54,-11,168,no
45,-158,317,no
39,0,106,no
40,9110,234,no
52,555,314,no
44,2734,897,yes
45,644,422,no
36,0,398,yes
32,61,130,no
32,0,61,no
49,5058,255,no
31,465,259,no
30,190,29,no
40,1836,750,yes
35,2321,306,no
39,1425,775,yes
43,422,181,no
43,-25,254,no
44,285,373,no
45,3092,180,no
33,2279,123,no
40,14,135,no
49,3028,216,no
36,257,86,no
25,1116,85,no
48,525,325,no
33,204,142,no
49,-301,187,no
52,316,463,no
41,5560,280,no
56,550,398,no
45,963,528,yes
31,-199,149,no
49,108,288,no
41,124,191,no
38,4196,193,no
40,209,302,no
38,14,317,no
31,241,211,no
45,3412,101,no
36,186,187,no
40,129,464,no
51,2499,98,no
36,74,198,no
38,947,361,no
28,159,345,no
38,481,114,no
34,373,481,no
32,465,210,no
59,145,556,yes
37,64,239,no
31,2592,349,no
45,677,253,no
43,245,112,no
37,1193,396,no
46,984,181,no
55,167,178,no
39,5092,206,no
44,492,209,no
36,356,692,no
52,411,210,no
58,1153,206,no
52,752,339,no
38,1556,191,no
34,634,737,yes
43,555,175,no
29,161,286,no
36,590,170,no
38,5733,173,no
49,271,541,no
60,193,89,no
48,201,242,no
25,53,213,no
25,14657,194,no
44,469,158,no
60,-247,472,no
40,2495,135,no
34,840,275,no
35,-184,155,no
31,295,235,no
41,0,125,no
46,1583,175,no
52,1141,22,no
45,23,134,no
37,807,807,no
33,422,235,no
39,631,57,no
53,28,673,no
43,-70,124,no
43,483,225,no
43,250,144,no
37,1436,177,no
38,12130,455,no
31,616,185,no
40,949,285,no
42,159,295,no
38,1455,101,no
34,1309,456,no
39,0,256,no
58,26,600,no
40,332,339,no
37,135,268,no
43,359,899,no
46,2381,220,no
40,56,700,no
44,199,150,no
32,933,147,no
43,1158,236,no
40,1397,58,no
46,404,1388,no
38,0,57,no
36,578,130,no
28,100,70,no
42,402,31,no
41,1356,50,no
33,331,94,no
35,399,496,yes
36,1089,83,no
36,1383,16,no
45,700,29,no
47,0,20,no
43,620,46,no
28,-302,152,no
42,2835,61,no
46,451,389,no
46,1410,91,no
33,241,1108,no
40,87,477,yes
39,481,197,no
47,-553,8,no
48,709,117,no
39,942,564,no
37,37,24,no
54,185,413,no
30,222,254,no
57,13,164,no
39,800,53,no
50,3016,65,no
29,154,20,no
48,3267,6,no
38,876,5,no
31,253,82,no
30,1352,321,no
47,10558,81,no
27,31,136,no
41,334,14,no
42,154,133,no
36,1088,77,no
33,1078,320,no
42,-141,211,no
43,3,26,no
47,1112,129,no
34,7263,38,no
22,241,200,no
40,964,95,no
57,-663,210,no
27,2,15,no
33,20,259,no
40,406,130,no
50,-522,863,yes
47,-98,211,no
55,918,87,no
36,319,774,yes
28,-97,129,no
25,0,44,no
28,3589,348,no
32,944,231,no
33,17,74,no
56,1263,155,no
40,82,135,no
32,7444,22,no
46,512,32,no
34,412,217,no
33,2000,25,no
51,516,370,no
58,602,201,no
30,115,152,no
36,421,793,no
38,7208,66,no
32,481,150,no
47,0,213,no
38,864,364,no
34,286,329,no
33,41,173,no
28,431,68,no
54,324,51,no
38,61,109,no
33,312,23,no
31,1545,207,no
35,0,1073,yes
31,397,134,no
38,8637,193,no
42,-581,224,no
27,321,173,no
32,413,67,no
49,259,149,no
49,725,29,no
36,478,610,yes
37,393,95,no
37,719,118,no
33,139,84,no
45,0,43,no
28,53,93,no
42,-580,172,no
33,61,161,no
28,-2,172,no
29,912,785,no
39,276,628,no
50,2809,200,no
36,2151,134,no
30,25,51,no
35,-276,850,yes
31,1301,140,no
38,-87,531,no
30,248,87,no
51,40,79,no
50,100,157,no
23,14,19,no
33,56,9,no
39,1419,9,no
28,458,19,no
33,1905,39,no
47,4227,659,yes
46,521,502,no
42,664,113,no
35,625,267,no
48,1394,30,no
33,1195,355,no
41,925,43,no
29,970,240,no
38,354,47,no
39,807,69,no
55,1810,296,no
38,15030,167,no
38,3632,323,no
47,2785,570,yes
37,-111,147,no
38,1401,516,yes
30,55,177,no
31,1536,388,no
59,61,61,no
33,0,585,yes
58,6004,133,no
38,447,699,no
35,1831,96,no
39,0,6,no
55,2171,318,no
35,233,66,no
38,1852,606,yes
39,462,590,yes
37,655,272,no
44,564,88,no
44,669,15,no
31,131,294,no
32,99,152,no
43,800,902,yes
55,-636,15,no
39,157,290,no
31,6737,12,no
33,221,669,yes
44,1,123,no
33,219,93,no
39,36,133,no
57,1615,99,no
30,975,256,no
34,1089,394,yes
42,2157,149,no
50,0,131,no
42,0,74,no
45,378,67,no
44,2108,152,no
49,39,27,no
38,3715,41,no
32,50,275,no
42,0,116,no
28,451,302,yes
33,2565,128,no
32,-684,11,no
48,865,78,no
41,340,262,no
33,308,147,no
35,323,46,no
46,437,546,yes
27,456,104,no
36,828,1512,yes
45,58,119,no
24,493,85,no
32,2137,423,no
50,953,315,no
49,119,78,no
32,1503,44,no
25,1,9,no
48,-139,75,no
43,497,66,no
46,3201,157,no
32,7,109,no
30,2,7,no
53,233,101,no
35,2749,127,no
33,780,83,no
34,496,333,yes
33,350,205,no
34,2764,158,no
45,78,408,no
36,0,18,no
52,7180,276,no
27,468,109,no
50,246,234,no
37,584,115,no
39,3419,155,no
35,88,272,no
28,207,329,no
27,0,363,no
32,681,589,no
42,1080,951,yes
50,7317,172,no
34,2131,53,no
29,172,34,no
53,-1601,82,no
40,-375,60,no
39,141,788,no
27,268,528,no
38,18,296,no
35,247,114,no
35,260,155,no
35,34,249,no
33,1064,562,yes
40,328,112,no
52,33,204,no
43,190,168,no
36,413,60,no
42,759,80,no
39,297,734,yes
37,596,281,no
51,864,321,no
29,0,155,no
36,1969,87,no
29,35,149,no
28,584,354,no
42,382,294,no
29,215,137,no
32,1779,191,no
35,577,55,no
43,3409,172,no
26,8,167,no
50,42,85,no
41,121,16,no
36,1129,444,no
36,418,132,no
40,54,10,no
34,0,324,no
40,1023,64,no
45,2523,110,no
28,4937,421,no
36,1993,174,no
31,387,228,no
32,396,257,no
35,289,296,no
34,-231,9,no
39,145,337,no
32,309,185,no
38,2278,244,no
41,0,104,no
44,186,152,no
32,-119,231,no
44,1311,184,no
35,455,573,no
34,1314,124,no
31,623,96,no
33,107,21,no
49,282,99,no
32,322,233,no
37,1852,117,no
54,-119,261,no
32,3,568,yes
44,25,201,no
45,2813,43,no
37,2610,53,no
40,2077,363,no
48,-85,56,no
43,171,96,no
52,146,108,no
39,-427,8,no
58,1411,425,no
34,142,459,yes
55,323,200,no
37,387,413,no
25,1954,66,no
53,8892,177,no
34,76,747,yes
47,-49,14,no
34,178,253,no
32,398,716,yes
36,52,152,no
38,1137,316,no
50,216,137,no
51,3185,154,no
28,65,165,no
47,-287,201,no
42,4253,146,no
27,557,466,no
37,2019,368,no
48,83,1101,yes
32,28,88,no
47,411,157,no
29,69,77,no
37,1339,96,no
52,1117,365,no
36,55,38,no
58,747,104,no
45,192,154,no
21,292,148,no
31,1127,43,no
35,143,68,no
31,879,394,yes
59,771,125,no
39,1004,364,no
37,3173,179,no
35,-639,427,no
35,450,63,no
34,-56,197,no
35,2116,409,no
36,481,215,no
36,-1157,323,no
32,416,290,no
29,1052,147,no
38,3344,143,no
40,-378,541,no
30,0,172,no
34,7063,309,no
46,-35,69,no
49,112,79,no
45,-946,213,no
28,1026,101,no
37,0,54,no
30,341,54,no
34,1798,196,no
39,1360,247,no
41,158,426,no
44,338,133,no
37,267,121,no
33,162,135,no
35,0,404,no
51,42,80,no
51,37,341,no
39,499,156,no
30,396,366,yes
50,481,168,no
45,-69,118,no
44,70,176,no
32,1670,223,no
34,3050,469,yes
55,276,35,no
37,1040,199,no
31,951,206,no
42,969,721,no
32,-64,641,no
43,229,163,no
33,210,1207,yes
47,-169,234,no
32,593,86,no
43,484,180,no
34,0,68,no
29,5918,103,no
59,-91,239,no
47,623,102,no
45,0,325,no
45,23,234,no
56,26,194,no
37,513,134,no
52,306,650,yes
29,0,77,no
48,-276,674,yes
32,1804,122,no
37,0,109,no
50,117,216,no
36,1959,1966,no
36,1,131,no
33,863,622,yes
59,506,281,no
37,198,156,no
35,546,161,no
30,236,44,no
40,282,240,no
34,0,172,no
31,864,127,no
31,1078,248,no
36,679,115,no
44,-228,38,no
27,79,201,no
25,882,341,no
30,228,314,yes
36,702,52,no
36,1331,77,no
40,147,109,no
30,186,390,no
32,180,804,no
51,-13,361,no
37,2576,417,no
35,1396,809,yes
38,780,262,no
35,670,44,no
35,1546,156,no
39,4741,166,no
30,365,76,no
33,185,298,no
37,208,466,no
51,-19,829,yes
35,0,291,no
35,328,484,no
26,0,204,no
57,649,169,no
23,292,437,no
38,2253,937,yes
35,153,37,no
31,295,193,no
41,3371,204,no
43,47,163,no
36,181,159,no
59,2965,1970,yes
55,1691,358,no
34,467,195,no
44,388,246,no
40,635,122,no
52,5828,276,no
34,283,151,no
27,223,297,no
40,125,119,no
33,1481,172,no
44,1371,788,no
50,267,187,no
33,5550,124,no
39,0,1975,yes
35,102,252,no
47,846,85,no
34,29,248,no
35,2737,199,no
29,714,482,yes
37,72,98,no
51,581,107,no
22,374,158,no
36,328,194,no
40,528,340,no
33,540,88,no
37,426,323,no
31,2194,275,no
44,12392,177,no
29,97,431,no
53,-1112,53,no
33,410,396,no
30,2191,157,no
60,-70,65,no
41,471,954,yes
26,96,612,no
32,8,251,no
38,0,537,no
57,408,402,no
27,265,1119,yes
39,9618,94,no
37,1572,499,no
47,642,197,no
44,33,195,no
25,-289,56,no
57,3777,65,no
43,794,38,no
37,-308,168,no
45,577,154,no
27,249,307,no
42,94,45,no
45,54,107,no
37,1328,121,no
42,-336,318,no
35,712,255,no
41,305,174,no
53,234,53,no
39,93,196,no
35,8040,173,no
60,0,65,no
47,6150,444,no
32,210,308,no
46,5461,562,no
29,1550,228,no
50,-54,698,yes
49,2409,272,no
39,640,220,no
35,0,419,no
34,3,369,no
43,550,107,no
36,-978,62,no
31,507,65,no
58,4152,76,no
51,-491,805,no
51,707,97,no
36,330,777,no
57,25,378,no
46,1103,185,no
42,-193,1805,no
41,654,139,no
42,47,222,no
34,3821,649,yes
31,222,168,no
35,445,237,no
47,3067,141,no
39,41,135,no
43,1264,102,no
56,84,65,no
32,271,80,no
46,2268,281,no
36,-302,36,no
47,409,143,no
38,168,212,no
34,3778,259,no
31,143,221,no
35,9,84,no
42,1162,406,no
41,-664,185,no
45,809,155,no
31,232,53,no
51,107,99,no
34,39,254,no
38,0,531,yes
33,324,217,no
51,1203,25,no
38,69,253,no
40,104,277,no
36,2040,125,no
37,68,151,no
30,17,125,no
35,-122,97,no
52,-607,449,no
34,113,16,no
45,358,134,no
35,635,265,no
36,38,285,no
49,655,32,no
42,21,383,no
52,0,179,no
55,1279,446,no
33,142,136,no
44,994,420,no
39,0,513,no
40,342,133,no
42,108,225,no
32,335,240,no
27,205,204,no
35,298,135,no
47,878,245,no
30,106,119,no
29,-7,1279,yes
29,182,38,no
48,-38,331,no
33,668,771,no
32,4908,491,no
40,830,873,yes
32,0,440,yes
55,639,992,no
38,4406,689,yes
37,121,302,no
31,1510,72,no
44,4837,324,no
53,6831,1130,yes
41,1204,310,no
52,3332,182,no
35,597,1309,no
38,1354,364,no
49,4976,36,no
29,1768,426,no
35,-255,196,no
33,181,25,no
32,-446,126,no
39,30,201,no
42,83,300,no
35,78,630,no
47,897,48,no
45,1501,189,no
30,2,305,no
32,396,205,no
27,89,68,no
35,1417,65,no
34,186,115,no
32,385,247,no
51,934,164,no
28,5,178,no
26,130,24,no
29,65,9,no
38,1149,91,no
42,1398,36,no
31,22546,8,no
37,1140,33,no
37,3269,121,no
28,674,921,no
30,2583,436,no
35,568,119,no
35,1284,13,no
45,528,16,no
40,2226,7,no
34,183,259,no
55,903,536,no
40,131,102,no
32,822,19,no
33,-224,152,no
56,126,113,no
30,348,14,no
34,175,21,no
28,20,17,no
47,120,18,no
46,2836,13,no
45,0,17,no
42,325,99,no
39,0,11,no
44,206,78,no
31,466,164,no
49,411,9,no
44,130,263,no
56,244,465,no
43,1437,94,no
36,437,722,yes
33,1615,178,no
49,-205,6,no
43,276,33,no
33,1521,222,no
34,529,325,no
26,3944,974,yes
32,469,925,no
43,1712,254,no
35,-269,344,no
58,2946,467,yes
55,203,9,no
33,223,15,no
54,3344,12,no
27,1028,580,no
36,1336,42,no
35,257,186,no
33,283,40,no
26,619,720,no
36,3988,141,no
33,100,11,no
44,-182,10,no
28,54,533,yes
37,241,189,no
37,2139,146,no
33,149,21,no
31,179,365,no
33,1733,895,no
41,2361,91,no
39,133,84,no
32,62,166,no
31,982,182,no
32,159,46,no
32,13711,638,no
48,2071,127,no
39,523,306,no
52,2216,161,no
49,-454,558,yes
32,-133,119,no
34,-204,61,no
32,6145,362,no
33,0,83,no
35,-566,151,no
39,49,566,no
33,1233,141,no
31,1270,291,no
28,84,287,no
29,25,244,no
26,1006,667,yes
38,934,715,yes
38,2048,123,no
31,125,201,no
31,328,414,no
28,170,16,no
37,833,212,no
31,554,317,no
44,500,86,no
32,22,145,no
32,1914,532,no
52,1135,248,no
47,980,158,no
46,217,141,no
41,14,161,no
30,31,23,no
40,438,276,no
46,225,201,no
44,415,7,no
36,242,20,no
38,66,51,no
35,602,467,no
36,532,603,no
28,3,9,no
38,744,283,no
36,307,341,no
36,869,102,no
49,1769,283,no
54,8,143,no
44,2999,717,yes
28,61,428,no
38,6182,484,no
33,5145,338,no
43,688,149,no
43,117,73,no
47,417,94,no
43,592,260,no
38,-119,185,no
23,0,223,no
36,85,76,no
56,828,214,no
49,85,590,yes
40,919,103,no
26,66,451,no
29,500,273,no
31,17924,745,yes
55,8180,854,yes
39,20928,1166,no
48,503,105,no
34,2436,8,no
44,275,7,no
32,2431,646,yes
49,87,162,no
37,720,365,no
37,0,17,no
40,270,255,no
40,253,377,no
43,62,133,no
37,9,165,no
35,341,345,yes
48,194,263,no
35,3863,125,no
50,1629,67,no
31,640,411,no
35,-146,279,no
35,4963,456,yes
33,705,112,no
35,35,152,no
31,8781,680,yes
28,373,10,no
39,1355,1180,yes
39,3202,14,no
48,-70,243,no
29,6429,535,no
49,816,12,no
29,913,188,no
38,1211,498,no
53,146,149,no
28,0,62,no
50,-581,877,no
40,846,204,no
48,-407,210,no
54,1139,155,no
34,902,159,no
28,-504,578,yes
59,2260,303,no
31,183,258,no
55,366,161,no
26,-930,786,yes
39,1738,633,yes
29,21,107,no
46,233,57,no
48,214,307,yes
39,-237,64,no
42,22,116,no
35,113,318,no
30,0,47,no
23,21,183,no
37,969,343,no
25,963,230,no
28,3,138,no
42,142,11,no
28,206,155,no
55,785,47,no
42,718,201,no
33,687,72,no
39,1090,11,no
45,345,289,no
43,38,273,no
30,43,91,no
40,3705,23,no
28,375,43,no
43,-271,121,no
40,973,449,yes
50,125,8,no
30,15,524,no
37,397,13,no
48,541,72,no
46,431,157,no
60,1407,112,no
34,175,50,no
43,2315,42,no
41,1880,35,no
33,142,123,no
43,214,335,no
32,684,607,yes
30,-97,255,no
34,1351,334,no
55,-966,104,no
29,231,1075,yes
35,1212,235,no
40,637,200,no
31,625,137,no
37,5957,64,no
41,580,874,yes
28,1027,433,no
31,0,215,no
31,7567,287,no
51,708,391,no
46,198,93,no
57,0,16,no
28,704,171,no
26,468,221,no
47,1934,225,no
36,1825,24,no
28,22,523,no
32,-103,298,no
38,393,200,no
30,99,93,no
33,716,234,no
38,132,797,no
36,-206,419,no
30,-177,87,no
53,4778,83,no
42,171,135,no
51,-256,97,no
39,1089,128,no
45,276,586,no
34,273,492,yes
29,111,208,no
54,316,240,no
27,1295,1106,no
31,538,703,no
43,275,151,no
39,300,506,no
39,-220,282,no
32,811,563,yes
23,1105,377,no
42,177,174,no
33,245,437,no
47,3,199,no
29,1761,175,no
33,262,386,no
42,2,51,no
37,141,233,no
33,60,74,no
33,-149,111,no
24,608,184,no
58,28318,168,no
25,-107,156,no
33,287,97,no
31,23,97,no
37,75,160,no
39,1048,149,no
34,0,1020,yes
34,1272,202,no
44,1342,112,no
53,261,154,no
24,456,337,no
36,1354,1723,yes
35,2755,177,no
33,-448,95,no
43,533,246,no
58,2246,294,no
52,482,162,no
29,-254,406,yes
46,312,20,no
34,237,115,no
36,0,543,no
35,422,73,no
42,1179,136,no
39,0,9,no
37,700,138,no
33,96,30,no
45,1003,444,no
26,864,466,no
48,65,146,no
33,249,7,no
36,779,172,no
28,58,16,no
35,221,150,no
27,-330,88,no
34,774,163,no
45,87,96,no
46,1074,277,no
34,28,175,no
31,536,22,no
29,604,430,no
50,2719,97,no
52,213,164,no
35,4,88,no
38,89,71,no
23,650,136,no
56,-256,92,no
37,190,17,no
36,0,155,no
39,-100,159,no
25,938,36,no
54,2682,334,no
35,478,107,no
36,2996,104,no
47,881,143,no
46,130,106,no
46,-236,217,no
29,111,216,no
32,15,226,no
55,1126,166,no
38,-42,87,no
25,1235,64,no
34,62,105,no
34,687,99,no
29,-312,130,no
28,335,256,no
25,248,121,no
47,133,285,no
50,4527,140,no
37,8821,167,no
28,519,311,no
54,-449,691,yes
42,1563,164,no
43,2567,109,no
29,7863,1129,yes
30,1222,444,no
25,216,175,no
35,336,191,yes
54,-473,239,no
52,633,292,no
55,1545,59,no
51,500,471,no
32,499,182,no
33,1145,92,no
40,-79,396,no
56,48,132,no
37,1287,432,no
36,1049,224,yes
37,6089,616,yes
29,1002,50,no
